season,week,season_rule,celebrity_name,exit_type,exit_week,elim_this_week,judge_pct,fan_pct_mean,fan_p05,fan_p95,rsd_pct,rci90_pct
1,4,rank_classic,John O'Hurley,eliminated,6.0,0,0.22826086956521738,0.2603372311180489,0.22380633104715547,0.32151999478792825,11.318134613562197,37.53349581276944
1,4,rank_classic,Kelly Monaco,,,0,0.2826086956521739,0.24351636790841427,0.20022290101226675,0.28420758684382175,10.651227118974187,33.593874332622
1,4,rank_classic,Rachel Hunter,eliminated,4.0,1,0.2717391304347826,0.21798937992927678,0.1868201707000946,0.24361164102851365,6.996087927622462,22.716588131367622
1,5,rank_classic,Joey McIntyre,eliminated,5.0,1,0.3082191780821918,0.3398241639297001,0.3039223646913115,0.386643975987898,7.39839612013669,24.342474749293945
1,5,rank_classic,John O'Hurley,eliminated,6.0,0,0.3698630136986301,0.32606629429953365,0.2741597956496554,0.40388657198331773,12.238536477165855,38.918032900098694
1,5,rank_classic,Kelly Monaco,,,0,0.3219178082191781,0.3341095417707663,0.25378260462107133,0.38149510442980883,11.507280121834812,38.22473884818336
1,6,rank_classic,John O'Hurley,eliminated,6.0,1,0.4954128440366973,0.48019873248829265,0.4104569941834002,0.6161669293406552,11.811576579746678,41.141987031451
1,6,rank_classic,Kelly Monaco,,,0,0.5045871559633027,0.5198012675117073,0.3838330706593446,0.5895430058165997,11.361627335278333,39.5747274996058
2,1,rank_classic,Drew Lachey,,,0,0.12307692307692308,0.11670113582363759,0.08165429378190743,0.1560750958651143,19.04329101004565,63.77041796377537
2,1,rank_classic,George Hamilton,eliminated,6.0,0,0.09230769230769231,0.10769814745758424,0.0842205950459938,0.1382707374800538,15.083655229645663,50.18669653101236
2,1,rank_classic,Giselle Fernandez,eliminated,3.0,0,0.11794871794871795,0.08196700829222357,0.06083919315203373,0.10513271466125731,13.473755971949727,44.293521509223574
2,1,rank_classic,Jerry Rice,eliminated,8.0,0,0.1076923076923077,0.13602504183518005,0.10062290957506781,0.18121540978910328,18.365058358531467,59.248281880102965
2,1,rank_classic,Kenny Mayne,eliminated,1.0,1,0.06666666666666667,0.07973870065483013,0.058588489481180235,0.0985750931819009,12.083017673147006,39.986603700720664
2,1,rank_classic,Lisa Rinna,eliminated,7.0,0,0.09743589743589744,0.10953578153734464,0.08377047748453295,0.1419439211186928,15.889871019480655,53.10907798135942
2,1,rank_classic,Master P,eliminated,4.0,0,0.06153846153846154,0.10957189277360689,0.08953254173963934,0.13438011891262086,12.323899796994326,40.929818804575916
2,1,rank_classic,Stacy Keibler,eliminated,8.0,0,0.11282051282051282,0.07871433628459493,0.05093376423595282,0.11599581843483343,19.436184223378774,65.06205419888062
2,1,rank_classic,Tatum O'Neal,eliminated,2.0,0,0.11794871794871795,0.08124766830210145,0.060488715688503746,0.10429818025177064,13.458984383690984,43.809464563266886
2,1,rank_classic,Tia Carrere,eliminated,5.0,0,0.10256410256410256,0.0988002870388965,0.07489610160648351,0.12581259186009844,15.69982196089855,50.916490253614924
2,2,rank_classic,Drew Lachey,,,0,0.135,0.12715981761209738,0.09106114166311571,0.16505669938787776,17.671358387661012,58.19099076603461
2,2,rank_classic,George Hamilton,eliminated,6.0,0,0.11,0.11693444716286279,0.0929554558417015,0.14679556258259896,13.410273030212139,46.042982241076125
2,2,rank_classic,Giselle Fernandez,eliminated,3.0,0,0.12,0.0890772299438817,0.06841521230180497,0.11095766943052894,11.669998191103264,38.28821141585157
2,2,rank_classic,Jerry Rice,eliminated,8.0,0,0.115,0.14829154265733663,0.11243783482337026,0.19236058500563386,16.730257374863267,53.89569003739099
2,2,rank_classic,Lisa Rinna,eliminated,7.0,0,0.1,0.1188141480244032,0.09383173082936846,0.150260394963641,14.543511405322185,47.49321951345615
2,2,rank_classic,Master P,eliminated,4.0,0,0.08,0.11864207249069798,0.098961131945647,0.14184074700652613,10.793371884947412,36.14199765790594
2,2,rank_classic,Stacy Keibler,eliminated,8.0,0,0.145,0.08547346638281689,0.05662403268774574,0.12456029816609539,18.167775110246005,61.142638930514686
2,2,rank_classic,Tatum O'Neal,eliminated,2.0,1,0.085,0.08832939392130905,0.06732925013593206,0.109618941976262,11.611679029689004,38.060722656296946
2,2,rank_classic,Tia Carrere,eliminated,5.0,0,0.11,0.10727788180459442,0.08258714913035674,0.13484523128938564,13.934510479994309,47.032273943126015
2,3,rank_classic,Drew Lachey,,,0,0.14835164835164835,0.1407072404016572,0.1051783657790911,0.1795253664861035,16.15238953653147,52.83807748256911
2,3,rank_classic,George Hamilton,eliminated,6.0,0,0.12087912087912088,0.12875895455170025,0.10447778190161384,0.15705278411421383,12.004978176947068,40.83211330477966
2,3,rank_classic,Giselle Fernandez,eliminated,3.0,1,0.12087912087912088,0.09779894346047982,0.07737714059704984,0.11768788317406324,9.943037545763431,32.248594061610724
2,3,rank_classic,Jerry Rice,eliminated,8.0,0,0.1043956043956044,0.16407265263795592,0.12897031701973047,0.21093293288126028,15.288138384081503,49.95507450128766
2,3,rank_classic,Lisa Rinna,eliminated,7.0,0,0.13736263736263737,0.1297648450798712,0.10248309732307055,0.16084124933690983,13.989863535485899,44.97223572217838
2,3,rank_classic,Master P,eliminated,4.0,0,0.07692307692307693,0.12816248249238693,0.10877592216082355,0.14845141944746226,9.201736752103855,30.957185375209555
2,3,rank_classic,Stacy Keibler,eliminated,8.0,0,0.14835164835164835,0.09345533773985785,0.06273581849998604,0.1340539528917162,16.987463250177377,57.05450751338413
2,3,rank_classic,Tia Carrere,eliminated,5.0,0,0.14285714285714285,0.11727954363609079,0.09173280191589235,0.14593750289470306,12.592499135446445,43.36376078304857
2,4,rank_classic,Drew Lachey,,,0,0.17721518987341772,0.15866978913744686,0.12189277419333121,0.19720527497209897,14.532466961518212,47.46492775226966
2,4,rank_classic,George Hamilton,eliminated,6.0,0,0.13291139240506328,0.14352415506791344,0.1176187245158749,0.16926384036497819,10.769124868605315,35.98357072693833
2,4,rank_classic,Jerry Rice,eliminated,8.0,0,0.1518987341772152,0.1838627905216648,0.1502160876040918,0.23333306435189977,13.721949598310596,45.20598023775462
2,4,rank_classic,Lisa Rinna,eliminated,7.0,0,0.16455696202531644,0.14416179944886934,0.11296644708310882,0.17487251515256927,13.361865085160755,42.94207501996187
2,4,rank_classic,Master P,eliminated,4.0,1,0.05063291139240506,0.13577286964726107,0.11594235299675223,0.1547051026138889,8.380258075369714,27.133924731995663
2,4,rank_classic,Stacy Keibler,eliminated,8.0,0,0.16455696202531644,0.10316537419452329,0.07032564541629768,0.14752469949906283,16.14951438490321,54.03933785793561
2,4,rank_classic,Tia Carrere,eliminated,5.0,0,0.15822784810126583,0.13084322198232126,0.10433203915306175,0.1590722307667823,11.381485491081285,38.3181341296044
2,5,rank_classic,Drew Lachey,,,0,0.17880794701986755,0.18535877791745703,0.14558851798188502,0.2250234170495109,13.103869919149957,42.85467349326149
2,5,rank_classic,George Hamilton,eliminated,6.0,0,0.15894039735099338,0.16194892157381424,0.13286259029633857,0.19011115175633345,10.262459192080176,34.34913687599693
2,5,rank_classic,Jerry Rice,eliminated,8.0,0,0.152317880794702,0.2150791603933786,0.177535576326797,0.2659575625334963,12.470825541034579,41.11136850496159
2,5,rank_classic,Lisa Rinna,eliminated,7.0,0,0.16556291390728478,0.1667745418677517,0.13335910477561516,0.19940424630358836,12.130914867599982,39.60145282866101
2,5,rank_classic,Stacy Keibler,eliminated,8.0,0,0.1986754966887417,0.11949462341692153,0.08244487758989098,0.1703505779231426,15.830763761867805,52.74342019995096
2,5,rank_classic,Tia Carrere,eliminated,5.0,1,0.1456953642384106,0.1513439748306768,0.12231484058656299,0.17959885451608215,10.33269359824859,34.3704083577115
2,6,rank_classic,Drew Lachey,,,0,0.22556390977443608,0.22029699761486482,0.1759679054341828,0.26037609677203527,11.557979525987008,38.3156340085122
2,6,rank_classic,George Hamilton,eliminated,6.0,1,0.17293233082706766,0.1850488592910608,0.15534347040657645,0.2129626070176012,8.728495187954213,28.80956830551237
2,6,rank_classic,Jerry Rice,eliminated,8.0,0,0.17293233082706766,0.25714833866182796,0.21688422358896417,0.31273958781219124,11.322833844207409,37.27629146742615
2,6,rank_classic,Lisa Rinna,eliminated,7.0,0,0.20300751879699247,0.19622440958040832,0.1623283210006995,0.22716770452716434,9.90810138425504,32.41969176323242
2,6,rank_classic,Stacy Keibler,eliminated,8.0,0,0.22556390977443608,0.14128139485183816,0.0963257826735699,0.19926627262128258,15.387723426718605,51.47024497385633
2,7,rank_classic,Drew Lachey,,,0,0.2696078431372549,0.27097806962868426,0.22269674160783404,0.3136999144158298,9.947887265651003,33.583224256005494
2,7,rank_classic,Jerry Rice,eliminated,8.0,0,0.20098039215686275,0.3199698509776761,0.2727610981831557,0.3793963713571441,10.305815925457672,33.326662761557564
2,7,rank_classic,Lisa Rinna,eliminated,7.0,1,0.25980392156862747,0.2348945166263281,0.1991654724365045,0.26730533131579093,8.320235260490072,27.255943551714566
2,7,rank_classic,Stacy Keibler,eliminated,8.0,0,0.2696078431372549,0.17415756276731162,0.1174526508334604,0.2423471570316436,15.208488951973061,49.95780247927328
2,8,rank_classic,Drew Lachey,,,0,0.34387291318097685,0.35092604139317574,0.2940755291875098,0.4030734372080036,9.541160347605187,31.060079664584684
2,8,rank_classic,Jerry Rice,eliminated,8.0,1,0.31620636785880724,0.42340112235691996,0.36086676769940723,0.49674202795667216,9.688118960482342,32.091379328636826
2,8,rank_classic,Stacy Keibler,eliminated,8.0,1,0.33992071896021603,0.22567283624990428,0.15142171406481353,0.3025708867194579,13.99393034480641,45.344751796393325
3,1,pct,Emmitt Smith,,,0,0.11320754716981132,0.11902468753822422,0.08692747402881947,0.1637863833391702,19.757112227508205,64.573922351754
3,1,pct,Harry Hamlin,eliminated,3.0,0,0.08018867924528301,0.07304446160166125,0.058942755197738984,0.090110695132835,10.506715248127998,34.28473392860561
3,1,pct,Jerry Springer,eliminated,7.0,0,0.07547169811320754,0.09577852560297646,0.07579207401326297,0.12034802621413858,14.480611859966944,46.51977248592242
3,1,pct,Joey Lawrence,eliminated,9.0,0,0.09905660377358491,0.0972094223639834,0.07341516940725379,0.12746312964975928,17.184445207646377,55.599507669259175
3,1,pct,Mario Lopez,eliminated,10.0,0,0.12264150943396226,0.11502134391375518,0.08341770356601767,0.15376692232937123,18.93389921631503,61.161882107813405
3,1,pct,Monique Coleman,eliminated,8.0,0,0.08962264150943396,0.09003402956440404,0.06560624643630839,0.11995421956933383,17.94997578693499,59.78277044632799
3,1,pct,Sara Evans,withdrew,5.0,0,0.07075471698113207,0.12945901035894072,0.09481058776002452,0.1734278624893044,18.78310254691656,60.72754187700338
3,1,pct,Shanna Moakler,eliminated,2.0,0,0.08490566037735849,0.06098790697290557,0.04820373914040761,0.07547385840070302,9.123022679544576,29.997131186324946
3,1,pct,Tucker Carlson,eliminated,1.0,1,0.05660377358490566,0.07167420006718908,0.05239915897718828,0.0896545903412651,12.211182477524936,40.9809745004845
3,1,pct,Vivica A. Fox,eliminated,4.0,0,0.10377358490566038,0.07137889480917392,0.053511561075331615,0.09234597980927062,12.8605351931161,42.7178606073329
3,1,pct,Willa Ford,eliminated,5.0,0,0.10377358490566038,0.0763875172067861,0.0600255456947374,0.09717934255326045,12.18229093908886,40.869176544375364
3,2,pct,Emmitt Smith,,,0,0.10434782608695652,0.1286353113645828,0.09656861438853614,0.17347439703135242,18.36565522553824,59.78590312954361
3,2,pct,Harry Hamlin,eliminated,3.0,0,0.09130434782608696,0.07843563256775063,0.0652309851873217,0.09376631158734804,8.685367872124493,28.535326400026328
3,2,pct,Jerry Springer,eliminated,7.0,0,0.08260869565217391,0.10282442544953752,0.08471458186890102,0.12677086730606377,12.579373686407061,40.90106533860716
3,2,pct,Joey Lawrence,eliminated,9.0,0,0.12608695652173912,0.10464125990680555,0.08096992945686433,0.13456018940563808,15.76692133976409,51.213316808782416
3,2,pct,Mario Lopez,eliminated,10.0,0,0.09130434782608696,0.1243417067624747,0.09270551487151621,0.1629300608396502,17.557278347311584,56.47706453175948
3,2,pct,Monique Coleman,eliminated,8.0,0,0.11304347826086956,0.09715378175632775,0.072364927025191,0.12701453134004476,16.299035379655137,54.649604314853754
3,2,pct,Sara Evans,withdrew,5.0,0,0.09130434782608696,0.13959200900521146,0.10512587649292914,0.18323358167413595,17.376701944586582,55.95428114964
3,2,pct,Shanna Moakler,eliminated,2.0,1,0.09565217391304348,0.06510879956604028,0.05281440471246433,0.07888764036528295,7.762615446347021,26.073235652818617
3,2,pct,Vivica A. Fox,eliminated,4.0,0,0.10434782608695652,0.07692787000928968,0.06048766317763089,0.09631190754518995,11.133040044889349,35.824244367559054
3,2,pct,Willa Ford,eliminated,5.0,0,0.1,0.08233920361197956,0.06699116736743063,0.10156893658566783,10.42852838228198,34.5777692182372
3,3,pct,Emmitt Smith,,,0,0.09178743961352658,0.13835906652513758,0.10714730327956529,0.18170311118616225,16.920462353653498,53.88574076065438
3,3,pct,Harry Hamlin,eliminated,3.0,1,0.10628019323671498,0.08107927903648623,0.06819818189675506,0.09514899327949676,7.266553043189966,24.255730244467536
3,3,pct,Jerry Springer,eliminated,7.0,0,0.10144927536231885,0.10922177724362454,0.09119574665456688,0.13249706957907795,11.195741506482312,37.17119063205996
3,3,pct,Joey Lawrence,eliminated,9.0,0,0.10628019323671498,0.11249495292578895,0.08947991442617198,0.14136375720689062,14.2547176818196,46.12104048343
3,3,pct,Mario Lopez,eliminated,10.0,0,0.10628019323671498,0.1339833897998919,0.10308814156981459,0.17029626875486348,16.356362809778,50.1615366542272
3,3,pct,Monique Coleman,eliminated,8.0,0,0.13043478260869565,0.10448669322206379,0.08107719464172784,0.13211546045275183,13.928127482413773,45.93443922992159
3,3,pct,Sara Evans,withdrew,5.0,0,0.12077294685990338,0.14993423808779713,0.11625524042982305,0.19313741145106514,16.35028841960832,51.27726128585929
3,3,pct,Vivica A. Fox,eliminated,4.0,0,0.13043478260869565,0.08222930789713548,0.06528396819275861,0.10008568054733756,9.596536282474688,31.321541119121054
3,3,pct,Willa Ford,eliminated,5.0,0,0.10628019323671498,0.08821129526207447,0.07321523120019419,0.10442263040336963,8.579830238016946,28.0866592828579
3,4,pct,Emmitt Smith,,,0,0.12121212121212122,0.1516104209402893,0.11775770600627145,0.1925344263975955,15.339884847905664,49.32162309659066
3,4,pct,Jerry Springer,eliminated,7.0,0,0.1111111111111111,0.11734833298643962,0.09837725880278075,0.13832707959343155,9.594130769053887,31.959856632520633
3,4,pct,Joey Lawrence,eliminated,9.0,0,0.13636363636363635,0.12380596220145217,0.09979044246312718,0.1552864195910837,13.415132014496912,44.3967817023652
3,4,pct,Mario Lopez,eliminated,10.0,0,0.14646464646464646,0.14731292274526459,0.11548810761216552,0.18521145992857746,15.119782866013315,47.330099095907876
3,4,pct,Monique Coleman,eliminated,8.0,0,0.12121212121212122,0.11405950061269268,0.0918168826040824,0.14071094514925092,11.974956831055533,39.11525003613482
3,4,pct,Sara Evans,withdrew,5.0,0,0.10101010101010101,0.16391339278048667,0.12920863588367956,0.21150462455335142,15.450801301379256,50.206994848726545
3,4,pct,Vivica A. Fox,eliminated,4.0,1,0.12121212121212122,0.08955397037916325,0.07213749255716256,0.10603349573957704,8.263923280687191,27.116802545931584
3,4,pct,Willa Ford,eliminated,5.0,0,0.1414141414141414,0.09239549735421172,0.07647402930977287,0.1101282387131667,8.158850893117437,26.923367522715058
3,5,pct,Emmitt Smith,,,0,0.14917127071823205,0.16807669240997364,0.1332346322638843,0.206754916367579,13.71661615577799,43.74210549334443
3,5,pct,Jerry Springer,eliminated,7.0,0,0.13259668508287292,0.12476245602495906,0.105815645192121,0.14536892517511527,8.321491111604352,27.68729598809599
3,5,pct,Joey Lawrence,eliminated,9.0,0,0.13812154696132597,0.13834284509965272,0.11456250950069542,0.16966278901825987,11.888681071084996,38.57019566229512
3,5,pct,Mario Lopez,eliminated,10.0,0,0.14917127071823205,0.1647598034248756,0.1323573069904692,0.20383802190714428,13.18957445430863,43.38480225807484
3,5,pct,Monique Coleman,eliminated,8.0,0,0.14917127071823205,0.1251975950069626,0.10164550360398371,0.15223570725834745,10.679156811602885,35.41314255805462
3,5,pct,Sara Evans,withdrew,5.0,0,0.13259668508287292,0.18154606334274925,0.14133711813329553,0.23150363566113596,15.1733545790318,49.6659172155173
3,5,pct,Willa Ford,eliminated,5.0,1,0.14917127071823205,0.09731454469082713,0.07965576155294514,0.1145612972482733,7.3200038213726035,24.433874986729712
3,6,pct,Emmitt Smith,,,0,0.211864406779661,0.23733316760513262,0.19346308573271068,0.2834562919935007,11.780734895968672,37.91851226227169
3,6,pct,Jerry Springer,eliminated,7.0,0,0.15254237288135594,0.16104091111414295,0.13572212496577235,0.18744900470429887,7.939849026184707,25.863439869263257
3,6,pct,Joey Lawrence,eliminated,9.0,0,0.2033898305084746,0.19363522886085746,0.16325248700066047,0.22779511125826574,9.9362625128749,32.27131212880263
3,6,pct,Mario Lopez,eliminated,10.0,0,0.23728813559322035,0.23429957963664852,0.19474504221784183,0.280067069264905,11.0727292113192,36.41578323758858
3,6,pct,Monique Coleman,eliminated,8.0,0,0.19491525423728814,0.17369111278321853,0.14345272225654704,0.2068308533991233,9.614060047385566,31.68906557128813
3,7,pct,Emmitt Smith,,,0,0.2111111111111111,0.23885591946549445,0.19709788050385052,0.2844818791542602,11.254921575677768,36.5843973412739
3,7,pct,Jerry Springer,eliminated,7.0,1,0.17037037037037037,0.16577290827828273,0.13865154851685577,0.19251590505986574,8.170799878932383,26.932178271504984
3,7,pct,Joey Lawrence,eliminated,9.0,0,0.2111111111111111,0.1942692112633769,0.16650755911629017,0.2254614304423513,8.940599990212103,29.47693566303057
3,7,pct,Mario Lopez,eliminated,10.0,0,0.2074074074074074,0.22603900090105145,0.1908592039009228,0.2662929916870682,10.277435138656337,33.372023184249755
3,7,pct,Monique Coleman,eliminated,8.0,0,0.2,0.1750629600917945,0.1475756343349749,0.20279656767204832,8.41402738148721,27.610466668536713
3,8,pct,Emmitt Smith,,,0,0.24770642201834864,0.29066550773575184,0.24667538437733186,0.34170343686477045,10.015299083940118,32.69326767654522
3,8,pct,Joey Lawrence,eliminated,9.0,0,0.24770642201834864,0.23491454174882223,0.20753122127233267,0.2626760660609314,6.670212152223311,22.057937915439496
3,8,pct,Mario Lopez,eliminated,10.0,0,0.26146788990825687,0.2630163298188555,0.22759594824275026,0.3021551449592244,8.71873754924528,28.347744327443294
3,8,pct,Monique Coleman,eliminated,8.0,1,0.24311926605504589,0.21140362069657034,0.1804913066659697,0.23840671010881895,6.956904447773618,23.166161377139705
3,9,pct,Emmitt Smith,,,0,0.3333333333333333,0.37883552838019624,0.33477285100023857,0.4347463465601451,8.144405224366357,26.389683139637828
3,9,pct,Joey Lawrence,eliminated,9.0,1,0.3333333333333333,0.29463642808011864,0.2611237360846352,0.3224920593596518,5.566352450652954,18.410496982504988
3,9,pct,Mario Lopez,eliminated,10.0,0,0.3333333333333333,0.3265280435396851,0.29111074072506776,0.3631770754382211,6.478055444737106,21.619900413946
3,10,pct,Emmitt Smith,,,0,0.5,0.5580542694639741,0.5116609092775424,0.615314528629396,5.66664811251142,18.574110982327156
3,10,pct,Mario Lopez,eliminated,10.0,1,0.5,0.44194573053602587,0.384685471370604,0.48833909072245774,6.324594345473936,20.73072387037075
4,1,pct,Apolo Anton Ohno,,,0,0.10194174757281553,0.12975212651878204,0.09981863293646012,0.16372026546873228,15.07810042181834,49.24900596756091
4,1,pct,Billy Ray Cyrus,eliminated,8.0,0,0.06310679611650485,0.054716631819540056,0.04294938691755967,0.0691106641686347,8.974855669539732,28.777404976182538
4,1,pct,Clyde Drexler,eliminated,5.0,0,0.07766990291262135,0.07604703252580834,0.06175195916668087,0.09152094060726747,10.045756120454826,32.74587958464525
4,1,pct,Heather Mills,eliminated,6.0,0,0.08737864077669903,0.06186802951831719,0.047841231939400486,0.07895882787104046,10.327912905079218,34.22935552480397
4,1,pct,Ian Ziering,eliminated,9.0,0,0.10194174757281553,0.11319482733263062,0.08420179543209347,0.14909112480031278,17.827937837681826,57.32534860231524
4,1,pct,Joey Fatone,eliminated,10.0,0,0.11650485436893204,0.17602686163181255,0.1333575888330151,0.22556288373596814,16.134558144924284,52.38137750578925
4,1,pct,John Ratzenberger,eliminated,7.0,0,0.0825242718446602,0.07438074497610939,0.05823218720816602,0.09765214195146524,13.047844803481887,43.36195021762914
4,1,pct,Laila Ali,eliminated,10.0,0,0.11165048543689321,0.1425315830838627,0.10712701044397847,0.18637766912571968,17.23477854516118,55.602173895109075
4,1,pct,Leeza Gibbons,eliminated,4.0,0,0.07281553398058252,0.05438063330883878,0.0431597149742853,0.06666438720711747,7.9851695903780096,25.855139456115385
4,1,pct,Paulina Porizkova,eliminated,2.0,0,0.09223300970873786,0.053100344758441075,0.04167960621319266,0.06484531869817912,7.579888932368521,25.48228373348511
4,1,pct,Shandi Finnessey,eliminated,3.0,0,0.09223300970873786,0.06400118452585721,0.05064074173128999,0.07828811784914425,9.200136361384326,30.41211372963968
4,2,pct,Apolo Anton Ohno,,,0,0.10612244897959183,0.12795324468204514,0.09999740571271144,0.15986682638893573,14.35074219268083,46.79007619149918
4,2,pct,Billy Ray Cyrus,eliminated,8.0,0,0.08571428571428572,0.06263482220380356,0.051613307191769,0.07750938238518267,9.115337560187385,28.48568271275503
4,2,pct,Clyde Drexler,eliminated,5.0,0,0.07346938775510205,0.08131663127437476,0.0689256630573226,0.09526814912500378,8.838580260592874,28.976734674449297
4,2,pct,Heather Mills,eliminated,6.0,0,0.09795918367346938,0.06261553998638839,0.04938444414177045,0.07896421681271108,9.872628588516895,32.53774993803469
4,2,pct,Ian Ziering,eliminated,9.0,0,0.08979591836734693,0.11067835501139886,0.08362642486517814,0.14434159999249999,16.68943628244297,54.85731615822149
4,2,pct,Joey Fatone,eliminated,10.0,0,0.09795918367346938,0.1668107190535734,0.12956146723687803,0.2139680400866049,15.692988070636318,50.60020922433564
4,2,pct,John Ratzenberger,eliminated,7.0,0,0.08571428571428572,0.07758304817616256,0.06240989597353228,0.09965916610697058,12.517288627519143,40.974197146782124
4,2,pct,Laila Ali,eliminated,10.0,0,0.11020408163265306,0.13669328518948304,0.10349190756582165,0.17585306561854994,16.572996327794122,52.93687832026415
4,2,pct,Leeza Gibbons,eliminated,4.0,0,0.08571428571428572,0.05849158876977394,0.047925881444014516,0.06919385829539311,7.344243043969813,23.39477453651645
4,2,pct,Paulina Porizkova,eliminated,2.0,1,0.08571428571428572,0.05198934601323466,0.04269226744686502,0.06077050104653425,5.948224536539133,19.88605695963615
4,2,pct,Shandi Finnessey,eliminated,3.0,0,0.08163265306122448,0.06323341963976173,0.05225955214538443,0.07456492500088702,7.349778863859421,24.53591014105285
4,3,pct,Apolo Anton Ohno,,,0,0.10550458715596331,0.133623400528519,0.1072308838006982,0.1660091114845484,13.572536272939857,43.98797474945659
4,3,pct,Billy Ray Cyrus,eliminated,8.0,0,0.0963302752293578,0.07457858023467263,0.0624960243597524,0.09267083089109367,9.247851607012047,30.174806531341265
4,3,pct,Clyde Drexler,eliminated,5.0,0,0.07339449541284404,0.09188685710215631,0.08015714375109628,0.10461259997440348,7.243845101200315,24.455456223307195
4,3,pct,Heather Mills,eliminated,6.0,0,0.11009174311926606,0.06701748222302494,0.054206390695732035,0.08305078040028298,8.90786995150937,28.84438970455094
4,3,pct,Ian Ziering,eliminated,9.0,0,0.11009174311926606,0.11419145714417493,0.08931123607363797,0.14818335069746427,15.59995399250431,51.55562079350298
4,3,pct,Joey Fatone,eliminated,10.0,0,0.11009174311926606,0.1664645845828908,0.12892746422065202,0.21132368184899575,15.23658597235926,49.4977462232002
4,3,pct,John Ratzenberger,eliminated,7.0,0,0.09174311926605505,0.08585810411194474,0.07113540315674652,0.10752727255581444,11.127652033221173,36.39186939906792
4,3,pct,Laila Ali,eliminated,10.0,0,0.0963302752293578,0.13839692381947885,0.1080107439309001,0.17722316679569547,15.735606257447095,50.01008761948651
4,3,pct,Leeza Gibbons,eliminated,4.0,0,0.11009174311926606,0.06438058190852909,0.052945242453509594,0.0765871802793459,7.196800817250792,23.641937825836305
4,3,pct,Shandi Finnessey,eliminated,3.0,1,0.0963302752293578,0.06360202834460871,0.054095078025811434,0.07269653585587085,5.757178890325307,18.601457830059417
4,4,pct,Apolo Anton Ohno,,,0,0.1368421052631579,0.1435633612337547,0.11456757301367139,0.17624104526614992,12.913654627805526,42.95906122736963
4,4,pct,Billy Ray Cyrus,eliminated,8.0,0,0.11052631578947368,0.08818357879894445,0.07373581339522714,0.1083711390794358,9.627587890992537,31.171793115787793
4,4,pct,Clyde Drexler,eliminated,5.0,0,0.07894736842105263,0.098337479435967,0.08515268522976906,0.11266204176676343,7.5848686153369655,24.758420883294942
