season,week,celebrity_name,judge_total,fan_share_mean,fan_share_sd,J_share,F_share,U_t,w_t,C_score
1,4,Joey McIntyre,20.0,0.27815702104426,0.020582030290181724,0.21739130434782608,0.27815702104426004,0.023269447288270496,0.5382230317534571,0.24545151277723368
1,4,Rachel Hunter,25.0,0.2179893799292767,0.017263381473104657,0.2717391304347826,0.21798937992927675,0.023269447288270496,0.5382230317534571,0.246918733602342
1,4,Kelly Monaco,26.0,0.2435163679084142,0.025529532181938562,0.2826086956521739,0.24351636790841424,0.023269447288270496,0.5382230317534571,0.26455675906496035
1,5,Joey McIntyre,22.5,0.3398241639297001,0.02514558477927352,0.3082191780821918,0.3398241639297001,0.034467189809373334,0.5714822625419282,0.3217624751099604
1,5,Kelly Monaco,23.5,0.3341095417707663,0.038821844025735026,0.3219178082191781,0.3341095417707663,0.034467189809373334,0.5714822625419282,0.32714218229639636
1,5,John O'Hurley,27.0,0.3260662942995336,0.03943414062311146,0.3698630136986301,0.3260662942995336,0.034467189809373334,0.5714822625419282,0.3510953425936432
1,6,John O'Hurley,27.0,0.4801987324882926,0.06253138126008752,0.4954128440366973,0.48019873248829265,0.06253138126008753,0.6151837774538105,0.48955820710124387
1,6,Kelly Monaco,27.5,0.5198012675117073,0.06253138126008756,0.5045871559633027,0.5198012675117074,0.06253138126008753,0.6151837774538105,0.5104417928987561
2,1,Kenny Mayne,13.0,0.0797387006548301,0.012155064651565555,0.06666666666666667,0.07973870065483014,0.01690583890761313,0.510328115897238,0.07306767417870602
2,1,Master P,12.0,0.1095718927736068,0.013632695691878445,0.06153846153846154,0.10957189277360685,0.01690583890761313,0.510328115897238,0.08505908231129561
2,1,Stacy Keibler,22.0,0.0787143362845949,0.019777460498271886,0.11282051282051282,0.07871433628459494,0.01690583890761313,0.510328115897238,0.0961196770966285
2,1,George Hamilton,18.0,0.1076981474575842,0.01643007694850776,0.09230769230769231,0.10769814745758424,0.01690583890761313,0.510328115897238,0.09984396547813895
2,1,Tatum O'Neal,23.0,0.0812476683021014,0.013317131860022952,0.11794871794871795,0.08124766830210144,0.01690583890761313,0.510328115897238,0.09997724581971024
2,1,Giselle Fernandez,23.0,0.0819670082922235,0.0134642747260983,0.11794871794871795,0.08196700829222354,0.01690583890761313,0.510328115897238,0.10032948638798378
2,1,Tia Carrere,20.0,0.0988002870388965,0.015477514306931303,0.10256410256410256,0.09880028703889654,0.01690583890761313,0.510328115897238,0.1007210679244597
2,1,Lisa Rinna,19.0,0.1095357815373446,0.017683471536360414,0.09743589743589744,0.10953578153734465,0.01690583890761313,0.510328115897238,0.10336087048127815
2,1,Drew Lachey,24.0,0.1167011358236375,0.022622317902093812,0.12307692307692308,0.11670113582363756,0.01690583890761313,0.510328115897238,0.11995487931996837
2,1,Jerry Rice,21.0,0.13602504183518,0.024498380954400864,0.1076923076923077,0.13602504183518005,0.01690583890761313,0.510328115897238,0.12156605100183066
2,2,Tatum O'Neal,17.0,0.088329393921309,0.012855153747521969,0.085,0.08832939392130902,0.017296142156140393,0.512313027693468,0.08662370204109898
2,2,Master P,16.0,0.1186420724906979,0.01303447767657836,0.08,0.11864207249069794,0.017296142156140393,0.512313027693468,0.09884523533663801
2,2,Giselle Fernandez,24.0,0.0890772299438817,0.012931988940755578,0.12,0.08907722994388173,0.017296142156140393,0.512313027693468,0.10491936789600059
2,2,Tia Carrere,22.0,0.1072778818045944,0.01588532929588047,0.11,0.10727788180459444,0.017296142156140393,0.512313027693468,0.10867245841902215
2,2,Lisa Rinna,20.0,0.1188141480244032,0.01715309621910199,0.1,0.11881414802440324,0.017296142156140393,0.512313027693468,0.10917541488654814
2,2,George Hamilton,22.0,0.1169344471628627,0.01636623063015985,0.11,0.11693444716286275,0.017296142156140393,0.512313027693468,0.11338183954147615
2,2,Stacy Keibler,29.0,0.0854734663828168,0.020651158704443243,0.145,0.08547346638281683,0.017296142156140393,0.512313027693468,0.11596968504833294
2,2,Drew Lachey,27.0,0.1271598176120973,0.0224930527935015,0.135,0.12715981761209735,0.017296142156140393,0.512313027693468,0.13117644518891278
2,2,Jerry Rice,23.0,0.1482915426573366,0.024294791397320586,0.115,0.14829154265733666,0.017296142156140393,0.512313027693468,0.13123585164197027
2,3,Master P,14.0,0.1281624824923869,0.01206049501506964,0.07692307692307693,0.12816248249238693,0.017963294956355635,0.5156113686115095,0.1017428624599548
2,3,Giselle Fernandez,22.0,0.0977989434604798,0.0122535958753452,0.12087912087912088,0.09779894346047983,0.017963294956355635,0.5156113686115095,0.1096993453271018
2,3,Stacy Keibler,27.0,0.0934553377398578,0.021679173876547497,0.14835164835164835,0.09345533773985781,0.017963294956355635,0.5156113686115095,0.12176049958612566
2,3,George Hamilton,22.0,0.1287589545517002,0.015981666153328175,0.12087912087912088,0.12875895455170022,0.017963294956355635,0.5156113686115095,0.12469602272735053
2,3,Tia Carrere,26.0,0.1172795436360907,0.016477059410883347,0.14285714285714285,0.11727954363609072,0.017963294956355635,0.5156113686115095,0.1304676445762541
2,3,Jerry Rice,19.0,0.1640726526379559,0.024914866545426833,0.1043956043956044,0.16407265263795592,0.017963294956355635,0.5156113686115095,0.13330248811902198
2,3,Lisa Rinna,25.0,0.1297648450798712,0.017739618897949123,0.13736263736263737,0.12976484507987124,0.017963294956355635,0.5156113686115095,0.13368235315721425
2,3,Drew Lachey,27.0,0.1407072404016572,0.022599883876295256,0.14835164835164835,0.14070724040165722,0.017963294956355635,0.5156113686115095,0.14464878404697684
2,4,Master P,8.0,0.135772869647261,0.011783039419780794,0.05063291139240506,0.13577286964726104,0.019223710711082725,0.521536517756793,0.09136927229706474
2,4,Stacy Keibler,26.0,0.1031653741945232,0.023466846557883694,0.16455696202531644,0.10316537419452322,0.019223710711082725,0.521536517756793,0.13518332913135545
2,4,George Hamilton,21.0,0.1435241550679134,0.015699000764901872,0.13291139240506328,0.14352415506791344,0.019223710711082725,0.521536517756793,0.13798921178495127
2,4,Tia Carrere,25.0,0.1308432219823212,0.016639837008509635,0.15822784810126583,0.13084322198232123,0.019223710711082725,0.521536517756793,0.14512530452846734
2,4,Lisa Rinna,26.0,0.1441617994488693,0.0188181088181527,0.16455696202531644,0.14416179944886934,0.019223710711082725,0.521536517756793,0.15479862151807322
2,4,Jerry Rice,24.0,0.1838627905216648,0.025265767344828716,0.1518987341772152,0.18386279052166482,0.019223710711082725,0.521536517756793,0.16719236788239863
2,4,Drew Lachey,28.0,0.1586697891374468,0.022893375063521668,0.17721518987341772,0.15866978913744684,0.019223710711082725,0.521536517756793,0.16834189285768936
2,5,Tia Carrere,22.0,0.1513439748306768,0.017413104099209556,0.1456953642384106,0.15134397483067683,0.022106339358766446,0.5337542492032707,0.14832900492496012
2,5,George Hamilton,24.0,0.1619489215738142,0.017402327313505248,0.15894039735099338,0.16194892157381421,0.022106339358766446,0.5337542492032707,0.16034310898605264
2,5,Stacy Keibler,30.0,0.1194946234169215,0.026721435978634113,0.1986754966887417,0.11949462341692153,0.022106339358766446,0.5337542492032707,0.16175775098138123
2,5,Lisa Rinna,25.0,0.1667745418677517,0.0200762978322123,0.16556291390728478,0.16677454186775173,0.022106339358766446,0.5337542492032707,0.16612783029539901
2,5,Jerry Rice,23.0,0.2150791603933786,0.026878375743196622,0.152317880794702,0.21507916039337865,0.022106339358766446,0.5337542492032707,0.18158006072215044
2,5,Drew Lachey,27.0,0.185358777917457,0.024146495185840826,0.17880794701986755,0.18535877791745703,0.022106339358766446,0.5337542492032707,0.18186224409005658
2,6,George Hamilton,23.0,0.1850488592910608,0.017514974162753695,0.17293233082706766,0.18504885929106082,0.024662533227655138,0.5432690782603082,0.17846632404071247
2,6,Stacy Keibler,30.0,0.1412813948518381,0.03129168758475301,0.22556390977443608,0.14128139485183813,0.024662533227655138,0.5432690782603082,0.1870694790472986
2,6,Lisa Rinna,27.0,0.1962244095804083,0.019709773418882026,0.20300751879699247,0.19622440958040832,0.024662533227655138,0.5432690782603082,0.199909463072241
2,6,Jerry Rice,23.0,0.2571483386618279,0.02913796225488612,0.17293233082706766,0.25714833866182796,0.024662533227655138,0.5432690782603082,0.21139638571067482
2,6,Drew Lachey,30.0,0.2202969976148648,0.025658268717000835,0.22556390977443608,0.22029699761486482,0.024662533227655138,0.5432690782603082,0.2231583481290731
2,7,Stacy Keibler,27.5,0.1741575627673116,0.037965234777789104,0.2696078431372549,0.1741575627673116,0.029689026052185874,0.5591238235853475,0.22752608849004774
2,7,Lisa Rinna,26.5,0.2348945166263281,0.020713046704973124,0.25980392156862747,0.2348945166263281,0.029689026052185874,0.5591238235853475,0.24882195836090226
2,7,Jerry Rice,20.5,0.3199698509776761,0.03241482195557963,0.20098039215686275,0.3199698509776761,0.029689026052185874,0.5591238235853475,0.2534400097954317
2,7,Drew Lachey,27.5,0.2709780696286842,0.027663000770401625,0.2696078431372549,0.2709780696286842,0.029689026052185874,0.5591238235853475,0.2702119433536183
2,8,Stacy Keibler,28.6665,0.2256728362499042,0.045946086829443185,0.33992071896021603,0.22567283624990425,0.04012741528409206,0.5835805602664581,0.2923456796512446
2,8,Drew Lachey,28.9998,0.3509260413931757,0.033133011965470305,0.34387291318097685,0.35092604139317574,0.04012741528409206,0.5835805602664581,0.3468099728794696
2,8,Jerry Rice,26.666600000000003,0.4234011223569199,0.04130314705736271,0.31620636785880724,0.42340112235692,0.04012741528409206,0.5835805602664581,0.36084434746928595
3,1,Tucker Carlson,12.0,0.071674200067189,0.011324847197366655,0.05660377358490566,0.07167420006718903,0.015211605086183555,0.5012019053699235,0.06412087359953125
3,1,Shanna Moakler,18.0,0.0609879069729055,0.008289527791499317,0.08490566037735849,0.06098790697290553,0.015211605086183555,0.5012019053699235,0.07297553055138532
3,1,Harry Hamlin,17.0,0.0730444616016612,0.009474381165319545,0.08018867924528301,0.07304446160166123,0.015211605086183555,0.5012019053699235,0.07662515709702189
3,1,Jerry Springer,16.0,0.0957785256029764,0.01354404799335199,0.07547169811320754,0.09577852560297644,0.015211605086183555,0.5012019053699235,0.08560070497308592
3,1,Vivica A. Fox,22.0,0.0713788948091739,0.011804825284736283,0.10377358490566038,0.07137889480917393,0.015211605086183555,0.5012019053699235,0.08761517520940112
3,1,Monique Coleman,19.0,0.090034029564404,0.016520611054085754,0.08962264150943396,0.09003402956440404,0.015211605086183555,0.5012019053699235,0.0898278410874066
3,1,Willa Ford,22.0,0.0763875172067861,0.011293952500855698,0.10377358490566038,0.07638751720678613,0.015211605086183555,0.5012019053699235,0.09011346651805162
3,1,Joey Lawrence,21.0,0.0972094223639834,0.016429413609364837,0.09905660377358491,0.09720942236398344,0.015211605086183555,0.5012019053699235,0.09813523320603959
3,1,Sara Evans,15.0,0.1294590103589407,0.02389795503055101,0.07075471698113207,0.12945901035894075,0.015211605086183555,0.5012019053699235,0.10003630666458806
3,1,Emmitt Smith,24.0,0.1190246875382242,0.0233634498870753,0.11320754716981132,0.11902468753822426,0.015211605086183555,0.5012019053699235,0.1161091257017714
3,1,Mario Lopez,26.0,0.1150213439137551,0.02138464443381271,0.12264150943396226,0.11502134391375515,0.015211605086183555,0.5012019053699235,0.11884058539171716
3,2,Shanna Moakler,22.0,0.0651087995660402,0.00792570100245353,0.09565217391304348,0.06510879956604022,0.015215480548894697,0.5012237830950255,0.08041786520473275
3,2,Harry Hamlin,21.0,0.0784356325677506,0.008674123459992515,0.09130434782608696,0.07843563256775064,0.015215480548894697,0.5012237830950255,0.08488573871310665
3,2,Vivica A. Fox,24.0,0.0769278700092896,0.010889797234100072,0.10434782608695652,0.07692787000928963,0.015215480548894697,0.5012237830950255,0.09067140412683727
3,2,Willa Ford,23.0,0.0823392036119795,0.0105108956864724,0.1,0.08233920361197954,0.015215480548894697,0.5012237830950255,0.09119121479005413
3,2,Jerry Springer,19.0,0.1028244254495375,0.012784203237650666,0.08260869565217391,0.10282442544953754,0.015215480548894697,0.5012237830950255,0.09269182088247611
3,2,Monique Coleman,26.0,0.0971537817563277,0.016612300424443154,0.11304347826086956,0.09715378175632775,0.015215480548894697,0.5012237830950255,0.105118075550566
3,2,Mario Lopez,21.0,0.1243417067624747,0.021346746594388098,0.09130434782608696,0.12434170676247476,0.015215480548894697,0.5012237830950255,0.10778259673291021
3,2,Sara Evans,21.0,0.1395920090052114,0.023743056883970343,0.09130434782608696,0.13959200900521146,0.015215480548894697,0.5012237830950255,0.11538908479219989
3,2,Joey Lawrence,29.0,0.1046412599068055,0.01629028259681399,0.12608695652173912,0.10464125990680555,0.015215480548894697,0.5012237830950255,0.11539035309525075
3,2,Emmitt Smith,24.0,0.1286353113645828,0.0233776983686622,0.10434782608695652,0.12863531136458287,0.015215480548894697,0.5012237830950255,0.11646184611186626
3,3,Harry Hamlin,22.0,0.0810792790364862,0.008192465087087904,0.10628019323671498,0.08107927903648623,0.015395813293374826,0.5022364978032524,0.09373609792584936
3,3,Willa Ford,22.0,0.0882112952620744,0.009486375931321638,0.10628019323671498,0.08821129526207444,0.015395813293374826,0.5022364978032524,0.09728615530002219
3,3,Jerry Springer,21.0,0.1092217772436245,0.012554710925188447,0.10144927536231885,0.10922177724362454,0.015395813293374826,0.5022364978032524,0.10531814311958838
3,3,Vivica A. Fox,27.0,0.0822293078971354,0.010578969567437159,0.13043478260869565,0.08222930789713544,0.015395813293374826,0.5022364978032524,0.10643985669121268
3,3,Joey Lawrence,22.0,0.1124949529257889,0.01577156860060941,0.10628019323671498,0.11249495292578895,0.015395813293374826,0.5022364978032524,0.1093736737848596
3,3,Emmitt Smith,19.0,0.1383590665251375,0.022663356759105184,0.09178743961352658,0.13835906652513755,0.015395813293374826,0.5022364978032524,0.11496909572805036
3,3,Monique Coleman,27.0,0.1044866932220637,0.015514531448581198,0.13043478260869565,0.10448669322206375,0.015395813293374826,0.5022364978032524,0.11751877076029149
3,3,Mario Lopez,22.0,0.1339833897998919,0.02042982037582217,0.10628019323671498,0.13398338979989197,0.015395813293374826,0.5022364978032524,0.12006983338004686
3,3,Sara Evans,25.0,0.1499342380877971,0.023370520945220324,0.12077294685990338,0.14993423808779716,0.015395813293374826,0.5022364978032524,0.1352883733100791
3,4,Vivica A. Fox,24.0,0.0895539703791632,0.010303653523454765,0.12121212121212122,0.08955397037916324,0.0166688898037412,0.5091024834003615,0.10567121358808537
3,4,Jerry Springer,22.0,0.1173483329864396,0.01214388344064505,0.1111111111111111,0.11734833298643965,0.0166688898037412,0.5091024834003615,0.11417294784019083
3,4,Willa Ford,28.0,0.0923954973542117,0.010230153432315767,0.1414141414141414,0.09239549735421174,0.0166688898037412,0.5091024834003615,0.1173510107780403
3,4,Monique Coleman,24.0,0.1140595006126926,0.014862739925659188,0.12121212121212122,0.11405950061269265,0.0166688898037412,0.5091024834003615,0.11770091752268233
3,4,Joey Lawrence,27.0,0.1238059622014521,0.016869579495693898,0.13636363636363635,0.12380596220145215,0.0166688898037412,0.5091024834003615,0.13019910530315268
3,4,Sara Evans,20.0,0.1639133927804866,0.025016204685229096,0.10101010101010101,0.1639133927804867,0.0166688898037412,0.5091024834003615,0.13188917072612583
3,4,Emmitt Smith,24.0,0.1516104209402893,0.022730509387377723,0.12121212121212122,0.15161042094028934,0.0166688898037412,0.5091024834003615,0.1361345710575304
3,4,Mario Lopez,29.0,0.1473129227452645,0.02119439453955413,0.14646464646464646,0.14731292274526456,0.0166688898037412,0.5091024834003615,0.14688106318419225
3,5,Willa Ford,27.0,0.0973145446908271,0.010610529622614499,0.14917127071823205,0.09731454469082712,0.018035335676181614,0.5159606093766245,0.12407057265220364
3,5,Jerry Springer,24.0,0.124762456024959,0.012023343592096648,0.13259668508287292,0.12476245602495901,0.018035335676181614,0.5159606093766245,0.12880460962367635
3,5,Monique Coleman,27.0,0.1251975950069626,0.015378330221718122,0.14917127071823205,0.12519759500696262,0.018035335676181614,0.5159606093766245,0.13756706733594679
3,5,Joey Lawrence,25.0,0.1383428450996527,0.016749295960918467,0.13812154696132597,0.13834284509965272,0.018035335676181614,0.5159606093766245,0.13822866397734773
3,5,Sara Evans,24.0,0.1815460633427492,0.02740867561947167,0.13259668508287292,0.18154606334274923,0.018035335676181614,0.5159606093766245,0.15629011230717654
3,5,Mario Lopez,27.0,0.1647598034248756,0.021728594847795272,0.14917127071823205,0.16475980342487562,0.018035335676181614,0.5159606093766245,0.15671673459026836
3,5,Emmitt Smith,27.0,0.1680766924099736,0.022348579868656612,0.14917127071823205,0.16807669240997364,0.018035335676181614,0.5159606093766245,0.1583222395133806
3,6,Jerry Springer,18.0,0.1610409111141429,0.015723855222898406,0.15254237288135594,0.16104091111414293,0.021580210448307456,0.5316506837140134,0.15652265745211202
3,6,Monique Coleman,23.0,0.1736911127832185,0.019265584226637645,0.19491525423728814,0.17369111278321853,0.021580210448307456,0.5316506837140134,0.18497494209851756
3,6,Joey Lawrence,24.0,0.1936352288608574,0.019619565004935793,0.2033898305084746,0.19363522886085743,0.021580210448307456,0.5316506837140134,0.19882126949617093
3,6,Emmitt Smith,25.0,0.2373331676051326,0.027355992734183182,0.211864406779661,0.23733316760513262,0.021580210448307456,0.5316506837140134,0.22379268349892195
3,6,Mario Lopez,28.0,0.2342995796366485,0.025936055052882268,0.23728813559322035,0.23429957963664852,0.021580210448307456,0.5316506837140134,0.23588844745427753
3,7,Jerry Springer,23.0,0.1657729082782827,0.016373602046714068,0.17037037037037037,0.1657729082782827,0.02011467450007099,0.5255002667418475,0.16818887583401032
3,7,Monique Coleman,27.0,0.1750629600917945,0.01678597211845279,0.2,0.1750629600917945,0.02011467450007099,0.5255002667418475,0.1881673812153086
3,7,Joey Lawrence,28.5,0.1942692112633769,0.017920704713799824,0.2111111111111111,0.1942692112633769,0.02011467450007099,0.5255002667418475,0.2031196341258007
3,7,Mario Lopez,28.0,0.2260390009010514,0.02293024369650448,0.2074074074074074,0.2260390009010514,0.02011467450007099,0.5255002667418475,0.21624809355031582
3,7,Emmitt Smith,28.5,0.2388559194654944,0.026562849924883804,0.2111111111111111,0.2388559194654944,0.02011467450007099,0.5255002667418475,0.22427601527456453
3,8,Monique Coleman,26.5,0.2114036206965703,0.017605032886467586,0.24311926605504589,0.21140362069657037,0.021479684988025743,0.5312426914037378,0.2282523254964134
3,8,Joey Lawrence,27.0,0.2349145417488222,0.016762842841636125,0.24770642201834864,0.2349145417488223,0.021479684988025743,0.5312426914037378,0.24171013465131985
3,8,Mario Lopez,28.5,0.2630163298188555,0.022664386884180515,0.26146788990825687,0.2630163298188556,0.021479684988025743,0.5312426914037378,0.26219373243327215
3,8,Emmitt Smith,27.0,0.2906655077357518,0.02888647733981875,0.24770642201834864,0.2906655077357519,0.021479684988025743,0.5312426914037378,0.2678438074189947
3,9,Joey Lawrence,29.5,0.2946364280801186,0.018654646004670757,0.3333333333333333,0.29463642808011864,0.02365034731642952,0.5396347238830497,0.31551862186156565
3,9,Mario Lopez,29.5,0.3265280435396851,0.02190661062879802,0.3333333333333333,0.3265280435396852,0.02365034731642952,0.5396347238830497,0.3302004142184246
3,9,Emmitt Smith,29.5,0.3788355283801962,0.030389785315819776,0.3333333333333333,0.37883552838019624,0.02365034731642952,0.5396347238830497,0.3542809639200097
3,10,Mario Lopez,29.666600000000003,0.4419457305360258,0.03150846353494733,0.5,0.44194573053602587,0.03150846353494731,0.5641000037741242,0.4746941441597577
3,10,Emmitt Smith,29.666600000000003,0.5580542694639741,0.031508463534947295,0.5,0.5580542694639742,0.03150846353494731,0.5641000037741242,0.5253058558402424
4,1,Billy Ray Cyrus,13.0,0.05471663181954,0.007952463748468286,0.06310679611650485,0.054716631819540035,0.013845733076113594,0.49317924701887444,0.058854486729881784
4,1,Leeza Gibbons,15.0,0.0543806333088387,0.0071449131499703375,0.07281553398058252,0.05438063330883874,0.013845733076113594,0.49317924701887444,0.06347234374099707
4,1,Paulina Porizkova,19.0,0.053100344758441,0.007041876701059138,0.09223300970873786,0.05310034475844103,0.013845733076113594,0.49317924701887444,0.07239976299247032
4,1,Heather Mills,18.0,0.0618680295183171,0.009459077674645329,0.08737864077669903,0.061868029518317144,0.013845733076113594,0.49317924701887444,0.07444933356971714
4,1,Clyde Drexler,16.0,0.0760470325258083,0.009049127971202603,0.07766990291262135,0.07604703252580836,0.013845733076113594,0.49317924701887444,0.07684739852118602
4,1,Shandi Finnessey,19.0,0.0640011845258572,0.008404205735347604,0.09223300970873786,0.06400118452585724,0.013845733076113594,0.49317924701887444,0.0779245348115188
4,1,John Ratzenberger,17.0,0.0743807449761093,0.011982815596263154,0.0825242718446602,0.07438074497610936,0.013845733076113594,0.49317924701887444,0.07839696342521923
4,1,Ian Ziering,21.0,0.1131948273326306,0.019724955876990906,0.10194174757281553,0.11319482733263067,0.013845733076113594,0.49317924701887444,0.1076450419300417
4,1,Apolo Anton Ohno,21.0,0.129752126518782,0.01942471735243553,0.10194174757281553,0.1297521265187821,0.013845733076113594,0.49317924701887444,0.11603662477090074
4,1,Laila Ali,23.0,0.1425315830838627,0.02409049008426683,0.11165048543689321,0.1425315830838628,0.013845733076113594,0.49317924701887444,0.127301666599214
4,1,Joey Fatone,24.0,0.1760268616318125,0.02802841994659981,0.11650485436893204,0.1760268616318126,0.013845733076113594,0.49317924701887444,0.14667184290885318
4,2,Paulina Porizkova,21.0,0.0519893460132346,0.005495392902951726,0.08571428571428572,0.05198934601323462,0.012658532320500777,0.48566091301029213,0.06836823101966413
4,2,Leeza Gibbons,21.0,0.0584915887697739,0.0064650060197997536,0.08571428571428572,0.05849158876977393,0.012658532320500777,0.48566091301029213,0.071712588622448
4,2,Shandi Finnessey,20.0,0.0632334196397617,0.006780352019019383,0.08163265306122448,0.06323341963976173,0.012658532320500777,0.48566091301029213,0.07216920814191882
4,2,Billy Ray Cyrus,21.0,0.0626348222038035,0.007871848045751183,0.08571428571428572,0.06263482220380352,0.012658532320500777,0.48566091301029213,0.07384361552409202
4,2,Clyde Drexler,18.0,0.0813166312743747,0.008007547318399977,0.07346938775510205,0.08131663127437475,0.012658532320500777,0.48566091301029213,0.07750553182219067
4,2,Heather Mills,24.0,0.0626155399863883,0.008991612588178242,0.09795918367346938,0.06261553998638833,0.012658532320500777,0.48566091301029213,0.07978056624856655
4,2,John Ratzenberger,21.0,0.0775830481761625,0.011322974316206104,0.08571428571428572,0.07758304817616253,0.012658532320500777,0.48566091301029213,0.081532072422831
4,2,Ian Ziering,22.0,0.1106783550113988,0.018456103062096774,0.08979591836734693,0.11067835501139886,0.012658532320500777,0.48566091301029213,0.10053657176496902
4,2,Apolo Anton Ohno,26.0,0.1279532446820451,0.018199011959551994,0.10612244897959183,0.12795324468204516,0.012658532320500777,0.48566091301029213,0.11735088050945051
4,2,Laila Ali,27.0,0.136693285189483,0.021996230562017282,0.11020408163265306,0.13669328518948307,0.012658532320500777,0.48566091301029213,0.12382851440515753
4,2,Joey Fatone,24.0,0.1668107190535734,0.025657776731536134,0.09795918367346938,0.16681071905357348,0.012658532320500777,0.48566091301029213,0.1333722195187117
4,3,Shandi Finnessey,21.0,0.0636020283446087,0.005654441778301545,0.0963302752293578,0.06360202834460871,0.013112683715893575,0.4886006443917407,0.07959307086230909
4,3,Clyde Drexler,16.0,0.0918868571021563,0.0074339309660468285,0.07339449541284404,0.09188685710215631,0.013112683715893575,0.4886006443917407,0.0828514772644332
4,3,Billy Ray Cyrus,21.0,0.0745785802346726,0.009172490041466669,0.0963302752293578,0.07457858023467262,0.013112683715893575,0.4886006443917407,0.08520647242568839
4,3,Leeza Gibbons,24.0,0.064380581908529,0.007186638928180721,0.11009174311926606,0.06438058190852901,0.013112683715893575,0.4886006443917407,0.08671508473198987
4,3,Heather Mills,24.0,0.0670174822230249,0.008768072035271374,0.11009174311926606,0.06701748222302491,0.013112683715893575,0.4886006443917407,0.08806359385362629
4,3,John Ratzenberger,20.0,0.0858581041119447,0.011062342994862247,0.09174311926605505,0.08585810411194471,0.013112683715893575,0.4886006443917407,0.08873352630849818
4,3,Ian Ziering,24.0,0.1141914571441749,0.01789585244055346,0.11009174311926606,0.11419145714417493,0.013112683715893575,0.4886006443917407,0.1121883342297826
4,3,Laila Ali,21.0,0.1383969238194788,0.021039083011641677,0.0963302752293578,0.13839692381947882,0.013112683715893575,0.4886006443917407,0.11784313221094478
4,3,Apolo Anton Ohno,23.0,0.133623400528519,0.017867312836792947,0.10550458715596331,0.13362340052851904,0.013112683715893575,0.4886006443917407,0.11988453019515721
4,3,Joey Fatone,24.0,0.1664645845828908,0.025046672125818282,0.11009174311926606,0.16646458458289082,0.013112683715893575,0.4886006443917407,0.1389207779175703
4,4,Leeza Gibbons,16.0,0.0719011683767102,0.007828718954591855,0.08421052631578947,0.07190116837671022,0.014333662424059344,0.4961184590929413,0.07800806806986968
4,4,Clyde Drexler,15.0,0.098337479435967,0.008362250761099466,0.07894736842105263,0.09833747943596703,0.014333662424059344,0.4961184590929413,0.08871768743760663
