season,week,U_t,w_t,eliminated,saved_if_any
17,10,0.019559801500187643,0.523052701617656,Leah Remini,
17,11,0.025862277330980236,0.5473691145016154,Bill Engvall,Jack Osbourne
18,1,0.015509071955986858,0.5028672782922508,Diana Nyad,
18,2,0.01591599851484797,0.505100782674714,Sean Avery,
18,3,0.015420000323973294,0.5023715433096088,Drew Carey,
18,4,0.014296271327684566,0.49589617970075145,Cody Simpson,
18,5,0.012955622959846182,0.48759315190221264,Cody Simpson,
18,6,0.013661926248801717,0.49204992761668875,Drew Carey,
18,7,0.015025806511218666,0.5001473571277246,NeNe Leakes,
18,8,0.016493646186443032,0.508185787623479,Danica McKellar,
18,9,0.01959688943863834,0.5232184371237641,Charlie White,
18,10,0.02612809028477659,0.5482486494284768,James Maslow,
19,1,0.013178826945480459,0.4890220768955328,Lolo Jones,
19,2,0.013080248269006625,0.48839336563993063,Tavis Smiley,
19,3,0.013046715973732052,0.48817864971623465,Randy Couture,
19,4,0.013446893639580251,0.4907130008714361,Betsey Johnson,
19,5,0.014488252349762107,0.4970323364312693,Michael Waltrip,
19,6,0.013875308529845818,0.49335981563584413,Jonathan Bennett,
19,7,0.015287517066927391,0.5016295681352818,Antonio Sabato Jr.,
19,8,0.017033606775827347,0.5109824937556702,Michael Waltrip,Lea Thompson
19,9,0.01876111225387142,0.5194066270814803,Lea Thompson,
19,10,0.022206555772145673,0.5341489877120068,Tommy Chong,Bethany Mota
19,11,0.027173037420760326,0.5516101488745904,Bethany Mota,
20,1,0.014024358981380736,0.4942650439401185,Redfoo,
20,2,0.013001033026109922,0.48788542787549394,Redfoo,
20,3,0.01335526455229255,0.49013807583430236,Charlotte McKinney,
20,4,0.013303936868344132,0.48981463880164866,Michael Sam,
20,5,0.013449597270424198,0.4907299169132499,Suzanne Somers,
20,6,0.013803390189397016,0.49292017869273763,Patti LaBelle,
20,7,0.014428667335363151,0.4966810643056752,Willow Shields,
20,8,0.015009966056133119,0.5000569326809237,Robert Herjavec,
20,9,0.023201122284882306,0.5379671723840942,Nastia Liukin,
20,10,0.030951358665646727,0.5626140659774073,Noah Galloway,Riker Lynch
21,1,0.0127821974582643,0.4864694699337393,Chaka Khan,
21,2,0.012103644419542996,0.4819562194085737,Chaka Khan,
21,3,0.014447882020469881,0.49679447358068607,Paula Deen,
21,4,0.01393417724081356,0.49371829320261496,Gary Busey,
21,5,0.014648355784069537,0.49797021123817864,Paula Deen,
21,6,0.014223455085708159,0.4954619139864921,Paula Deen,Hayes Grier
21,7,0.01489882545694401,0.49942018367821106,Hayes Grier,
21,8,0.015894244628218493,0.5049826630284648,Andy Grammer,
21,9,0.017634061942153407,0.5139982866914667,Alexa PenaVega,
21,10,0.025340674175176752,0.5456132351946283,Alek Skarlatos,
21,11,0.025397502738103175,0.5458064964413838,Carlos PenaVega,
22,1,0.013831059557705456,0.49308954281907313,Geraldo Rivera,
22,2,0.013114311696489836,0.4886110373013729,Geraldo Rivera,
22,3,0.013441972469897916,0.4906822031415491,Mischa Barton,
22,4,0.013346912660404161,0.4900855149234927,Marla Maples,
22,5,0.013662374267246674,0.4920526952606855,Doug Flutie,
22,6,0.012243098300550101,0.4828992755364154,Doug Flutie,
22,7,0.011572323624203407,0.47828682857432175,Kim Fields,
22,8,0.013269634302963846,0.489597927760318,Jodie Sweetin,
22,9,0.014428474043602868,0.4966799228123017,Antonio Brown,
22,10,0.025994042351139928,0.5478063757353889,Ginger Zee,
23,1,0.012393718835352221,0.483908725158141,Jake T. Austin,
23,2,0.011436441225001679,0.4773284848021271,Jake T. Austin,
23,3,0.011341154684874425,0.4766514963988141,Rick Perry,
23,4,0.01144427416436078,0.4773839534851193,Babyface,
23,5,0.013867514247968938,0.49331225938969536,Maureen McCormick,
23,6,0.013422320740036443,0.490559128001703,Amber Rose,
23,7,0.014225123022023082,0.4954718820003755,Maureen McCormick,
23,8,0.015034121681332195,0.5001947911332989,Ryan Lochte,
23,9,0.016398960823181565,0.5076868173790863,Marilu Henner,
23,10,0.018650957540776093,0.518891938379143,Terra Jole,
23,11,0.023886394924920902,0.5404972654515068,Jana Kramer,
24,1,0.013517456101739211,0.49115360131293573,Chris Kattan,
24,2,0.012706606569468676,0.4859759622224325,Chris Kattan,
24,3,0.012827998648418994,0.4867673849091887,Charo,
24,4,0.012960553130466537,0.48762492327443174,Mr. T,
24,5,0.012732897654203972,0.48614786646910335,Erika Jayne,
24,6,0.012408886944179416,0.48400986087375675,Heather Morris,
24,7,0.012678199044990802,0.48578990872898115,Nick Viall,
24,8,0.017898090714518023,0.5152941251650327,Bonner Bolton,Simone Biles
24,9,0.01998873683268946,0.524950709763912,Simone Biles,
24,10,0.026867469791181348,0.5506426732403392,Normani,
25,1,0.0119993142899819,0.4812453124287258,Barbara Corcoran,
25,2,0.011037377746008308,0.47446548296431823,Barbara Corcoran,
25,3,0.012030798427049471,0.48146033368657404,Sasha Pieterse,
25,4,0.011414371905779042,0.47717205293821996,Derek Fisher,
25,5,0.012121110226822183,0.4820747803992538,Sasha Pieterse,
25,6,0.012791278196583433,0.48652860196436803,Nick Lachey,
25,7,0.013119327812687247,0.4886430533980082,Nikki Bella,
25,8,0.017006047640978864,0.5108417286841378,Terrell Owens,
25,9,0.019582616836987306,0.5231546936669692,Victoria Arlen,
25,10,0.024963642478150975,0.5443186624971167,Drew Scott,
26,1,0.01121703645468405,0.47576346780510403,Johnny Damon,
26,2,0.011140167595475592,0.47520994456635346,Arike Ogunbowale,
26,3,0.013906590145188207,0.4935504581845015,Jennie Finch Daigle,Mirai Nagasu
26,4,0.026783300992196755,0.550373961402006,Tonya Harding,
27,1,0.012050030904586707,0.481591474253517,Nikki Glaser,
27,2,0.011755201813730763,0.4795636746048566,Danelle Umstead,
27,3,0.011261335055294232,0.47608122021600857,Nancy McKeon,
27,4,0.011076121842143464,0.4747466676968989,Tinashe,
27,5,0.01128175669762336,0.47622740092049154,Joe Amabile,Mary Lou Retton
27,6,0.010277688129442452,0.46880665491784684,Mary Lou Retton,
27,7,0.009620361332304872,0.4636760766869651,DeMarcus Ware,
27,8,0.011380670247116982,0.4769327441104255,Joe Amabile,Juan Pablo Di Pace
27,9,0.01973193097555366,0.5238192851913748,Alexis Ren,
28,1,0.014596006016135997,0.4976645050664196,Lamar Odom,
28,2,0.013931681605288673,0.49370312142416883,Lamar Odom,
28,3,0.015161296523853457,0.5009174663041451,Lamar Odom,
28,4,0.014626429725076825,0.4978422824536678,Lamar Odom,
28,5,0.015671480744451936,0.5037648044344577,Sean Spicer,
28,6,0.01571740092523555,0.5040170947865844,Sean Spicer,
28,7,0.017101848380289327,0.5113301545451086,Sean Spicer,
28,8,0.018774456037645024,0.5194687762169017,Sean Spicer,Lauren Alaina
28,9,0.02175007347521063,0.5323356244113846,Sean Spicer,Lauren Alaina
28,10,0.024481690039218983,0.5426318785588367,Lauren Alaina,
28,11,0.028503746667679897,0.5556812518430788,Lauren Alaina,
29,1,0.01235926159818911,0.4836786238536501,Carole Baskin,
29,2,0.011875996813300975,0.4803990243505391,Carole Baskin,
29,3,0.012588677108733197,0.48520146808524106,Carole Baskin,
29,4,0.013442871101369528,0.4906878276454756,Chrishell Stause,
29,5,0.014738917911456413,0.49849688991920216,Chrishell Stause,
29,6,0.016189917949754735,0.5065759637886263,Chrishell Stause,
29,7,0.0178372512400001,0.5149971319111081,Chrishell Stause,
29,8,0.020849640829743953,0.5286398641991713,Chrishell Stause,
29,9,0.022861217493479552,0.5366821940822165,AJ McLean,
29,10,0.025013162674957498,0.5444899317440237,Justina Machado,
29,11,0.031732554025483396,0.5646886833278749,Justina Machado,
30,1,0.01110993435708049,0.47499148922482926,Martin Kove,Jimmie Allen
30,2,0.01054439462927733,0.47082538105730276,Martin Kove,Christine Chiu
30,3,0.010402597824732022,0.46975651750701336,Christine Chiu,
30,4,0.010849522745342361,0.4730921136840972,Brian Austin Green,
30,5,0.012139550561449435,0.4821998168077583,Melanie C,
30,6,0.013356706283673447,0.49014714640977086,Kenya Moore,
30,7,0.014506891202134288,0.49714196915058395,Amanda Kloots,
30,8,0.01568157206380666,0.5038203028868115,Jimmie Allen,Amanda Kloots
30,9,0.019466735390217278,0.5226354439811328,Amanda Kloots,
30,10,0.02571693842212843,0.5468838850194793,Amanda Kloots,
31,1,0.01198610788494969,0.4811549931245719,Jason Lewis,
31,2,0.011987036710507342,0.48116134784999987,Cheryl Ladd,
31,3,0.012075455588723442,0.4817645962771314,Cheryl Ladd,
31,4,0.012111826067930365,0.482011773942971,Sam Champion,
31,5,0.012499033319977267,0.4846089780246763,Shangela,
31,6,0.014330248350290033,0.49609818348602586,Shangela,
31,7,0.015361767295241116,0.5020460928449682,Shangela,
31,8,0.017312755732336038,0.5123965956785751,Shangela,
31,9,0.02168668741516848,0.5320806848890344,Shangela,
31,10,0.02833492341241995,0.5551771782015215,Shangela,
32,1,0.013515807533296302,0.491143328620507,Matt Walsh,
32,2,0.013466030755315512,0.49083267892807486,Adrian Peterson,
32,3,0.01400429785939557,0.49414366886961425,Adrian Peterson,
32,4,0.014238098782109547,0.49554939529359276,Adrian Peterson,
32,5,0.014836422953759785,0.4990608849452922,Mira Sorvino,
32,6,0.015693852111347648,0.5038877961906894,Alyson Hannigan,
32,7,0.017242694447953663,0.5120436745042054,Alyson Hannigan,
32,8,0.019677415925490778,0.5235772205240098,Alyson Hannigan,
32,9,0.022759963411501754,0.5362954632903846,Alyson Hannigan,
32,10,0.02598424094508931,0.5477739361108768,Alyson Hannigan,Charity Lawson
32,11,0.024747574130608758,0.5435669388564288,Alyson Hannigan,Charity Lawson
33,1,0.013553431414724574,0.4913775222128809,Reginald VelJohnson,
33,2,0.012910161495938152,0.48729973716889974,Reginald VelJohnson,
33,3,0.015049925719779733,0.5002848834555536,Reginald VelJohnson,
33,4,0.016656549769279844,0.5090382197981334,Brooks Nader,
33,5,0.017672344810927117,0.5141873027778827,Danny Amendola,
33,6,0.019494850646735163,0.5227617047444473,Danny Amendola,
33,7,0.022140247728178547,0.5338880197109234,Danny Amendola,
33,8,0.02507708327080017,0.5447104494772307,Danny Amendola,
33,9,0.024068452903343994,0.5411562117836719,Danny Amendola,
34,1,0.012648295064613431,0.485593704475334,Andy Richter,
34,2,0.012065590246283484,0.48169745368054384,Andy Richter,
34,3,0.013664764959073435,0.4920674625677629,Andy Richter,
34,4,0.014182046720027973,0.4952141351471925,Andy Richter,Hilaria Baldwin
34,5,0.01543673927336941,0.5024648953731339,Andy Richter,
34,6,0.015398332632069456,0.502250572851607,Andy Richter,
34,7,0.017447210052912776,0.5130701862673073,Andy Richter,
34,8,0.019886119796474654,0.5245003516080624,Andy Richter,
34,9,0.0229874568377699,0.5371618021876181,Andy Richter,Elaine Hendrix
34,10,0.026262772422524422,0.5486904343719824,Elaine Hendrix,
34,11,0.028947642774224902,0.5569900488918723,Elaine Hendrix,
